да	81142
мари	60775
а	46545
ден	35529
дене	32574
марий	32301
гыч	30460
гын	27215
ок	26721
шке	24378
тиде	22222
деч	21291
ий	20481
огыл	19890
калык	19852
веле	19620
и	18010
руш	17590
мый	16606
лиеш	14884
ик	14758
кече	14630
у	14114
пеш	13798
уке	13529
ыле	13463
але	13385
марла	12676
уло	12611
кугу	12514
сай	11941
манын	11741
лийын	11312
гына	11216
моло	10169
илыш	10109
кузе	9966
но	9905
ӱдыр	9903
молан	9545
тудо	9433
мо	9335
шочмо	9269
тый	9083
лий	9029
могай	8904
кок	8666
вет	8464
илаш	8181
садлан	8071
гынат	8035
тыгай	7926
мемнан	7925
ом	7840
вара	7660
тау	7401
эн	7372
ял	7343
кунам	7040
эл	7036
шуко	6920
вес	6908
тугак	6752
кӱлеш	6683
нерген	6657
толын	6628
пашам	6479
кӧ	6413
огыт	6401
ача	6396
ала	6224
улыт	6205
эрэ	6095
ышташ	6083
поро	5958
2	5890
нуно	5877
vk	5871
me	5866
годым	5810
пайрем	5768
пырля	5732
мыйын	5716
налын	5715
еҥ	5709
пагыт	5591
мом	5588
кеч	5548
1	5545
кызыт	5536
2017	5519
рушла	5500
ончыч	5435
кум	5333
чыла	5327
еш	5318
pp	5306
ыштен	5265
керт	5259
гай	5240
ончен	5221
те	5076
ме	5026
ава	4986
дыр	4966
рвезе	4908
таче	4902
тыге	4858
семын	4805
муро	4784
ни	4782
деке	4777
от	4695
2018	4690
кӱл	4688
эргэ	4583
тендан	4558
паша	4546
гана	4488
шонен	4486
тунам	4393
чон	4376
кечын	4344
тидым	4307
посна	4190
пале	4166
ават	4162
оксам	4152
изи	4119
виге	4095
тушто	4079
ынде	4047
коклаште	4021
мылам	4001
ит	3965
вот	3947
илышым	3944
в	3942
чын	3927
нунын	3909
йылме	3897
3	3843
икте	3811
тудын	3788
эр	3780
лишаш	3764
шочын	3715
лияш	3686
ош	3674
2016	3669
тушман	3589
калыкым	3573
огеш	3561
кушто	3553
каен	3547
икымше	3479
район	3424
славян	3414
10	3356
вий	3332
калыклан	3331
шакше	3318
почеш	3317
йылман	3310
тыгак	3290
марте	3285
илен	3278
вӱд	3267
тӱрлӧ	3251
то	3197
тендам	3190
мыняр	3170
тыйын	3142
лийже	3125
кертеш	3105
тудым	3100
мотор	3092
шым	3091
тюрок	3088
шем	3029
йоча	3001
улам	2987
миен	2983
улат	2977
s	2965
тылзе	2963
p	2952
лектын	2944
шоя	2933
кажне	2931
гоч	2929
салам	2909
ойлен	2897
юмо	2838
чорай	2837
ужын	2830
4	2815
пу	2814
йолташ-влак	2796
калыкын	2772
12	2765
ушкал	2762
ида	2748
вел	2733
мланде	2724
шочшо	2716
ола	2702
шонем	2698
пурен	2694
ойла	2693
кас	2681
тыште	2681
ваштареш	2653
тюрка	2652
ты	2630
тек	2626
ила	2619
тыйым	2619
йылмым	2614
ончал	2577
эртен	2563
эре	2554
пӧръеҥ	2542
чот	2537
мыйым	2525
налаш	2506
5	2499
кокымшо	2498
с	2497
изыш	2496
ончаш	2465
пелен	2464
шокшо	2446
кодын	2432
школ	2405
уж	2383
илше	2374
шамыч	2369
мардеж	2360
ялыште	2360
ачат	2340
поген	2338
айдеме	2335
ӱдырым	2326
20	2318
шошо	2317
нуным	2307
тотар	2301
икшыве	2293
кава	2292
таза	2276
пуэн	2268
эше	2265
тӧчен	2261
шинча	2255
ӱдырамаш	2254
11	2249
тӱшка	2248
кучылт	2247
виталий	2243
7	2240
муын	2198
тыланда	2194
08	2187
мут	2174
ыштыме	2173
икшывым	2167
кая	2164
6	2156
тюркославян	2156
шкет	2155
мурым	2150
вийым	2148
тошто	2134
кодеш	2132
муаш	2125
пален	2120
олаште	2118
ончыкта	2102
корно	2091
ыш	2077
коден	2071
06	2070
кодаш	2066
гычак	2064
кертыда	2062
тылат	2045
ну	2038
жап	2035
гаяк	2034
теле	2014
пӱртыс	2012
кид	2006
кужу	2002
пиалан	2001
вольык	1995
эргым	1995
йӱр	1992
шоно	1980
00	1977
нунылан	1974
ачада	1958
мария	1956
коштшо	1951
теве	1946
тугай	1943
шкенжым	1930
осал	1922
пеледыш	1921
виян	1918
лум	1908
влак	1899
марлан	1896
луктын	1886
йыр	1883
30	1876
шагат	1866
вӱр	1865
нясыл	1864
улыда	1862
9	1859
вашке	1851
йӱд	1851
кучен	1847
йӱштӧ	1846
21	1837
вуй	1829
18	1824
8	1823
кап	1823
йыле	1822
тыршен	1815
полшен	1812
сылне	1810
22	1803
2015	1788
кычал	1788
ойлышо	1782
пашаште	1780
кертат	1776
шола	1766
тунем	1762
йолташ	1752
кучаш	1747
толеш	1743
полшаш	1739
курым	1735
кечет	1730
каяш	1728
лач	1709
идак	1707
пагален	1704
05	1703
кундем	1703
тудлан	1703
ачам	1697
мишкан	1697
ынже	1693
арам	1688
тӱҥалеш	1688
самырык	1686
шагатлан	1684
эрла	1681
арня	1679
мошто	1679
омыл	1674
кумалтыш	1673
23	1668
окса	1665
йымак	1664
сар	1664
окен	1663
мемнам	1661
ӱдырем	1661
19	1655
09	1654
конден	1650
эрвел	1650
иктаж	1647
м	1647
славянотюрк	1647
йот	1643
могыр	1643
тӱҥалын	1642
воктен	1639
курык	1637
ешым	1635
метис	1617
25	1615
очыни	1615
александр	1613
йол	1613
14	1606
кугече	1602
ой	1602
манеш	1600
вучена	1596
илат	1596
ко	1595
уэш	1595
бирск	1594
пуаш	1590
огытыл	1570
лийза	1568
ойлаш	1566
кертыт	1550
пӧрт	1547
элыште	1543
так	1542
вучем	1539
ямде	1539
колтен	1538
мучко	1537
17	1535
шудым	1535
нимогай	1534
тюрко_славян	1533
колышт	1532
мыланна	1530
ойласен	1523
кугезе	1521
пел	1521
огыда	1519
кодшо	1502
уҥыло	1499
пашаш	1495
кертам	1492
ужаш	1489
пагалыме	1486
ыште	1486
тыгэ	1484
тушко	1482
лектеш	1481
тӱвыра	1479
палем	1477
тӱжем	1476
нигунамат	1469
лиже	1468
шога	1466
полша	1465
кеҥеж	1459
илышнам	1455
морко	1452
шкеже	1452
уфа	1448
пычка	1446
пурла	1444
саньга	1437
илышыште	1435
лекше	1430
эрта	1430
тиеш	1429
15	1427
шагал	1423
чылан	1421
ушан	1419
кошташ	1413
ман	1407
ужалалтше	1407
шудо	1405
кечым	1403
тидлан	1402
шу	1400
уста	1399
пала	1395
туныкташ	1395
келшен	1393
кочкын	1393
сайын	1391
огына	1390
ийыште	1385
вер	1382
вучен	1372
24	1369
шуктен	1368
шуэш	1368
тидын	1367
аракам	1366
13	1361
коштын	1361
лӱмеш	1358
памшен	1358
концерт	1354
г	1352
нигунам	1348
шукырак	1341
пиал	1339
славяно_тюрк	1339
кульчывай	1335
тӧрлаш	1334
возен	1330
окаш	1330
шамиев	1327
кечыже	1321
куанен	1321
денат	1317
ышке	1317
корным	1316
тунемаш	1315
29	1313
куго	1312
улына	1305
ышта	1304
москва	1303
туге	1303
шӧр	1302
шотышто	1300
16	1298
калыкнам	1296
тол	1296
04	1293
еҥым	1293
кугыжаныш	1293
шона	1292
сергей	1291
кокла	1290
07	1289
шолен	1286
тылызе	1285
или	1284
элын	1283
шынден	1281
мутым	1279
мые	1278
вараш	1276
ныл	1272
верым	1268
лу	1268
26	1266
школышто	1262
лидия	1260
туныктен	1260
дек	1255
шындаш	1253
шӱм	1250
чер	1248
шочеш	1246
илышлан	1241
виген	1240
ойлем	1239
ший	1239
иле	1237
пыштен	1237
моштышо	1229
кайше	1224
нал	1223
пошкырт	1220
шылын	1220
реза	1219
28	1216
сеҥаш	1211
моткоч	1200
келша	1199
ушакыл	1197
ача_ава	1195
кумыл	1195
неле	1194
поян	1194
калыкна	1192
ожсо	1192
ойло	1189
мландым	1184
шыже	1182
марий-влак	1179
возын	1176
x	1170
коштыт	1169
сеҥен	1164
ияш	1161
рушлан	1159
кушко	1157
республикысе	1157
чонем	1156
толшо	1153
малаш	1151
ватем	1148
сем	1148
тул	1144
кертын	1143
поянлык	1143
изынек	1138
н	1138
икшывем	1135
кӧн	1134
пумо	1133
семже	1132
о	1127
ӱмбак	1126
манаш	1125
д	1124
шуын	1123
тичмаш	1122
коштеш	1120
лийыт	1120
чевер	1119
шкеннан	1115
шочыктен	1115
окышо	1108
маныт	1106
аза	1102
тылызын	1101
йӱын	1099
27	1097
кайык	1096
пашалан	1096
йымалне	1095
шкендым	1095
шукто	1094
ли	1093
вате	1092
ожсек	1090
дечын	1089
мыланем	1088
полшо	1087
шымлен	1087
газет	1085
саламлем	1085
тений	1083
кай	1080
ойлат	1078
шӱдыр	1078
коклаш	1077
шкенжын	1076
оҥай	1073
колен	1071
мутшо	1069
кудыжо	1068
погынен	1068
весела	1067
кека	1067
пураш	1067
олаш	1065
перна	1063
яндар	1063
ӱмбалне	1060
ер	1058
еврей	1056
почын	1056
тырша	1055
шукта	1055
возаш	1052
йӧсӧ	1049
ончалза	1048
еҥлан	1047
йолко	1047
ончыкташ	1046
пуртен	1046
кӧра	1044
ялын	1044
кочада	1043
толаш	1043
нимом	1041
пура	1041
апрель	1039
ишанен	1039
мондо	1037
арака	1035
пагытым	1035
верч	1034
мер	1034
утла	1034
чонжо	1034
кумышо	1033
куэдал	1033
ойласаш	1033
мыят	1030
кызытат	1028
палыме	1026
юмын	1026
шижын	1025
тугэ	1024
возымо	1019
шонат	1019
дима	1017
россий	1015
ен	1014
уна	1011
чотак	1011
жапыште	1010
кудышт	1010
ончылно	1009
кугарня	1008
пуа	1008
пиалым	1007
ийяш	1006
куяш	1006
тазалыкым	1004
тӱҥ	1004
нячар	1002
налме	1001
ту	999
есения	998
асат	993
районысо	991
c636628	986
куш	986
ойласыше	986
эх	986
вуча	985
чылалан	985
кудыжым	984
v636628802	983
аҥыра	983
олмеш	983
шамычым	982
коча	979
2012	977
врач	977
йошкар-олаште	973
ожно	972
пушташ	970
вич	969
коеш	968
шыл	968
тӱня	967
январь	966
кечывал	964
шкендам	963
шочыкташ	962
кочкаш	961
ушнен	961
олег	960
книгам	958
саламлена	957
по	956
я	956
пырыс	954
идалык	952
матвей	952
иван	951
интернет	942
вуйлатыше	941
колташ	941
шорыкйол	939
июнь	936
илышыш	931
туныктышо	931
видео	929
монден	929
сита	927
ончыктен	925
2013	924
куштен	923
погаш	923
пошкыдо	922
кӧргӧ	921
шонет	919
чапле	918
урал	917
вӱдшор	916
савырен	916
йошкар-ола	914
пыл	914
тылзын	913
пӱртӱс	912
олык	907
пелне	905
кечылан	903
03	899
лишыл	898
омо	898
тыланем	898
пуйто	897
сурт	896
кумылын	895
кушташ	895
на	893
рушым	893
телым	893
улеш	892
пелке	891
кӱлдымаш	888
мура	888
игорь	887
илыше	887
уремыште	887
ага	886
ялыш	883
ушем	881
айда	879
вашка	878
киндым	878
кундемыште	878
йырым	877
кызытсе	877
улшо	877
шкеныштым	871
кон	870
сандене	870
мландыш	869
тунар	868
авам	867
шып	865
вияҥдаш	864
корныш	864
кул	863
шинчаш	863
кулеш	862
ыштат	862
теҥге	861
ӱдырын	860
лекташ	858
удыр	856
памаш	854
уже	853
йӱк	852
пытартыш	851
ийын	847
тӱшкам	847
ыштыше	847
капым	846
чонжым	846
садланак	845
весе	844
юж	844
пытарен	843
каныш	842
могырч	842
мӱшкыр	840
денак	839
минут	839
кӱзӧ	838
01	837
устинья	836
мӧҥгӧ	835
колышташ	833
ончо	833
йышт	832
пӧръеҥым	830
телефон	830
совет	826
шошым	826
лийшаш	825
кодо	824
чодыра	824
тынар	821
чыным	821
март	820
мурызо	819
поснак	819
утарен	818
колтем	817
кушеч	816
машина	815
молылан	814
светлана	814
лие	813
шкак	811
шкем	811
авай	810
йӱдым	810
адак	808
воктене	808
кӧлан	808
ончык	808
тукым	807
шкаланже	806
палаш	805
пешак	804
илем	803
кидыш	803
ийлан	802
вӱдым	801
пасу	801
сайрак	800
тале	797
ачан	796
унала	795
ятыр	795
аван	794
шкемын	794
весым	792
шонышо	792
шарчан	791
ви	790
молым	790
валентин	789
шогат	789
пакча	788
шояк	788
юрий	788
мучаш	787
кӱлмӧ	785
декабрь	784
чай	784
кӱ	783
лукташ	779
мландыште	779
кино	778
шорык	777
02	776
айста	776
йӧратыме	776
кӧм	775
йӧратымаш	774
урем	774
т	773
тӱҥалыт	770
чонан	769
чоннам	769
кинде	768
август	764
налеш	764
эртыше	763
шерге	761
эҥер	761
куан	760
ушкалым	760
му	758
кайыш	757
нимо	757
кугужа	755
чоным	753
республикын	752
тамле	752
татьяна	751
ссср	749
пытен	747
толза	747
ӱшкыж	747
шукемдаш	746
осалым	745
шкендын	745
изам	744
йошкар-оласе	744
куча	744
чолга	744
л	743
иктат	742
тӧр	742
йӧратем	740
йӱла	740
код	740
почеламут	740
ишане	738
ку	738
чонна	738
казань	737
коктын	737
аваже	736
башкырт	735
пайремым	734
илет	733
видеом	731
каласен	731
мурен	730
умбакыже	730
черке	727
шоныш	727
шонымаш	726
унчо	725
февраль	725
кошт	724
первый	722
куйын	721
пуштын	720
полшышо	719
каят	718
кузерак	717
серен	717
умбакше	717
волгыдо	716
икмыняр	715
октябрь	715
театр	715
100	714
налза	713
пуым	713
рывыж	713
что	713
же	712
нигӧ	712
ноябрь	712
2014	711
андрей	709
пӱчкын	708
книга	707
мартекат	707
россии	706
онча	705
перныш	705
кастене	702
лукмо	702
икшыван	701
садак	701
кугырак	699
тыгела	699
пуршо	696
саташыше	695
улмаш	693
к	692
ончыкылык	692
шинчын	692
шуматкечын	691
эрык	690
тудат	689
ӱжеш	688
колыштса	687
савырнен	686
шернур	685
тӱҥалтыш	684
мален	683
уш	683
кол	681
улда	678
товар	677
волен	676
илме	676
тидэ	675
раза	673
шындыме	673
айдэме	671
каҥашен	671
имне	670
раш	669
хоть	669
йӧра	668
йӱшӧ	667
уҥылаш	667
пуат	665
яллаште	665
пайда	664
шарнен	664
шочыкта	664
ыштем	664
ыштеныт	664
кудо	663
кумда	663
1995	662
арален	661
пайдам	661
пышташ	660
ӱдыржӧ	660
йу	659
куэ	659
2019	658
порын	656
авада	655
кодат	655
русский	655
шкеж	655
кочкыш	654
она	654
ониса	654
пи	654
андреев	653
ончычак	652
умло	651
шушаш	651
эргыже	650
владимир	649
эмлыме	648
илена	647
палет	646
ансамбль	645
весылан	645
шоҥго	645
шӱшкыл	645
калыкшым	643
канде	643
келшымаш	643
серме	643
илман	642
тунемын	642
ачаже	641
йошкар	641
пашажым	641
узак	641
валерий	640
закон	640
кӱртнӧ	640
теҥгече	640
йо	639
элым	638
корак	637
угыч	636
вольыкым	635
радио	635
шукташ	635
иледа	634
май	634
сарлен	634
зарядка	633
суан	632
иктыже	631
калыкнан	631
ончыко	631
толыт	631
улмыжым	630
намиен	629
ужам	629
кондаш	628
эртыш	628
айдемым	627
паледа	627
фото	626
день	625
нина	625
пычкам	624
сеҥа	624
аваж	623
мая	622
эрге	621
китай	620
кучымо	619
рак	619
стрелец	619
колто	618
моштен	618
велке	617
рушын	617
шукыжым	617
аптулаев	616
шолышт	615
лилия	614
немыч	613
ужат	613
шӱлыш	613
ваш	612
оксалан	612
пеле	611
серыш	609
чынак	609
модын	608
мӱкш	608
модеш	607
илшаш	605
эртараш	605
апрельыште	604
вашкат	603
ончышо	603
эрден	603
воштыр	602
шого	602
тыгаяк	601
надежда	600
пыта	600
тӱняште	600
ода	598
ольга	598
сорта	598
велне	597
койыш	597
кудырон	597
лан	597
йодышым	595
мошта	595
шонаш	595
pm	594
савыраш	594
шымлаш	593
йӧҥылыш	592
кырен	592
сентябрь	592
гае	591
тыде	591
июль	590
лудса	590
пашаче	590
верыште	588
дечем	588
ушанрак	588
шкат	588
вик	587
еҥын	587
автор	584
пачаш	584
вернат	583
ӱдырлан	583
мартыште	582
тӧчышӧ	582
уҥылтараш	582
коштмо	581
шинчам	581
ындыжым	581
дечат	580
дык	580
шогаш	580
коло	578
кылме	577
поянлыкым	577
пушеҥге	577
тышке	577
31	576
кылым	576
ныжыл	576
шоген	576
колта	574
чоҥаш	574
сӱан	573
тунемза	573
ӱзгар	573
мӧҥгеш	572
поҥго	572
келше	571
кӧргыштӧ	571
проститутка	570
клубышто	569
кушкын	569
тушеч	569
тӧрлен	569
йочам	568
колаш	568
тыланет	568
вере	567
ирина	567
кучылташ	567
шын	567
илышна	566
кия	566
олма	566
туныктымо	564
аҥыргыше	563
жапым	563
йодыш	563
тазалык	563
вучо	562
чылт	562
алексей	560
каче	560
v836227802	559
куштымаш	559
кӱзен	559
погымо	558
c836227	557
вучаш	555
дрожа	555
маш	555
ым	555
элыш	555
лайык	554
корнышто	553
лият	552
универ	552
ӱмбач	552
мураш	551
лӱман	549
маныда	549
молат	548
пӧръеҥлан	548
тамада	548
тыршат	548
калыкналан	547
лиям	547
лудаш	547
мутлан	544
чарак	544
шочмо_кече	544
кечывалым	542
палме	542
яра	542
кутырен	541
пайдаш	541
пӱртысыштӧ	541
машинам	540
модыш	540
пастырен	540
уҥылен	540
р	538
колыш	537
маска	536
ончалаш	536
манме	535
уремыш	532
50	531
кидыште	531
лийыныт	531
онченыт	531
тунемман	531
миллион	530
тачысе	530
уныка	530
бавуда	529
йодам	529
палдыме	529
пытараш	529
тугеже	529
чокыншо	529
не	528
сулло	528
газетын	527
каваште	527
кӧргыш	527
ше	527
южо	527
ӱжына	527
v	526
шокшын	526
класс	525
лӱм	525
ш	525
шкетан	525
студент	524
тунемме	524
z	523
америка	523
назад	523
ойлышым	523
п	523
кумылым	522
шкемым	522
ындыралт	522
эллан	522
эрдене	522
шарнымаш	521
шӱшкылман	521
агытан	518
ачай	518
йӧрата	518
калыкыш	518
пуштеден	518
шӧрым	518
йӧратен	517
мечеть	517
николай	517
шкалам	517
полшымо	516
полыш	516
ешыште	515
ялна	515
иктым	513
шукын	511
шотлаш	510
дмитрий	509
ишан	509
илышыжым	508
марина	508
тунемыт	508
ончат	507
парня	507
шындем	507
вконтакте	506
колтат	506
кечыда	505
кучо	505
тӧчаш	505
шарне	505
лудын	504
лукшо	504
