да	40285
дене	38684
марий	33114
гыч	17443
а	14687
ий	13934
тиде	13372
ден	10972
огыл	10941
деч	10773
лийын	9609
пашам	9342
тудо	9336
гын	8804
нерген	8635
ик	8581
шке	8181
кугу	8093
лиеш	7459
калык	6951
ял	6866
годым	6774
но	6760
эл	6406
у	6315
вара	6199
эн	6006
ийыште	5957
кече	5849
тӱрлӧ	5631
почеш	5498
ты	5350
икымше	5333
шотышто	5316
паша	5284
тудын	5242
йошкар-	5145
тыгай	5103
тыгак	4997
манын	4873
тудым	4803
шуко	4716
семын	4612
в	4547
уло	4470
чыла	4366
але	4352
кок	4346
район	4294
ыле	4293
сай	4222
шочмо	4193
с	4168
кажне	4168
мый	4150
кугыжаныш	4072
еҥ	4071
тӱвыра	3975
тыге	3966
гана	3862
тушто	3834
марте	3834
веле	3753
улыт	3749
гына	3696
вес	3666
посна	3656
ок	3630
кызыт	3586
ыштен	3576
ышташ	3562
самырык	3549
кечын	3500
-ше	3415
и	3388
ме	3386
пырля	3386
налын	3301
республикысе	3253
жапыште	3234
м	3223
лӱмеш	3200
моло	3191
пайрем	3183
ончыч	3162
мемнан	3079
районысо	3076
тӱҥ	3050
россий	3042
вуйлатыше	3041
нуно	3037
эше	3026
коклаште	2996
илыш	2983
йоча	2959
мо	2935
ятыр	2926
мер	2899
лектын	2808
уке	2796
пеш	2753
эртен	2753
йоча-	2722
нунын	2660
йылме	2659
жап	2629
вет	2606
могай	2594
гынат	2550
кум	2540
изи	2533
школышто	2504
еҥ-	2470
калыкын	2470
тидын	2386
тений	2385
кузе	2378
школ	2341
1	2310
икмыняр	2304
моткоч	2296
шочын	2288
деке	2263
толын	2253
мутлан	2241
сандене	2223
ыштыме	2219
тыште	2199
ялыште	2134
марий-	2125
-шо	2115
сайын	2107
республикын	2098
верым	2081
лий	2016
кундем	2008
теве	1986
поро	1985
эре	1965
туныктышо	1959
александр	1948
палыме	1928
лач	1910
руш	1901
тӱҥалын	1899
ынде	1891
тунам	1889
кокымшо	1882
налаш	1877
ияш	1872
лийыныт	1864
кӧра	1862
йылмым	1859
ышта	1836
кӱлеш	1828
таче	1826
огеш	1821
илыше	1775
н	1755
чот	1753
тунемаш	1719
2	1700
ӱдыр-	1691
тидлан	1687
тунем	1681
еш	1647
л	1637
тӱҥалеш	1628
ийлаште	1627
спорт	1626
тушко	1624
-ола	1608
тидым	1606
налме	1593
гай	1588
10	1581
морко	1578
сулло	1575
ош	1569
йошкар-ола	1567
тӱжем	1560
г	1544
келшен	1527
пурен	1527
мишкан	1507
элын	1503
мут	1494
ончен	1492
мом	1488
тудлан	1476
кертеш	1472
марла	1472
ӱдыр	1471
ийын	1470
5	1464
огыт	1458
молан	1454
-олаште	1454
калык-	1452
йошкар-олаште	1451
-оласе	1446
миен	1442
йошкар-оласе	1441
корно	1431
олаште	1417
3	1415
тылзе	1415
наре	1412
вер	1404
илаш	1403
пытыше	1400
нуным	1396
мучко	1392
самырык-	1383
муро	1374
пытартыш	1372
кокла	1354
ача-	1345
еҥ-влак	1344
оҥай	1338
йӧн	1329
утла	1326
рвезе-	1323
поснак	1322
ӱдырамаш	1319
кодшо	1313
ола	1308
ялысе	1302
улмаш	1299
чон	1295
гоч	1292
кундемыште	1267
е	1267
айдеме	1265
оласе	1260
ойла	1257
-н	1255
шога	1250
кодын	1248
элыште	1246
сар	1245
толшо	1242
возен	1239
пален	1238
вӱд	1236
пуэн	1236
лияш	1227
огытыл	1225
верысе	1225
мыйын	1220
4	1215
тунемме	1213
верч	1211
ила	1209
8	1206
чолга	1205
марий-влак	1204
тылеч	1200
сергей	1193
чын	1187
палемдыме	1183
лийшаш	1183
национальный	1182
оксам	1180
садлан	1179
мланде	1171
кумшо	1169
вич	1162
пале	1161
рвезе	1159
пеледыш	1159
пашаеҥ	1137
шанче	1126
ныл	1126
толеш	1114
районышто	1114
эртарыме	1114
тидыже	1110
каен	1108
эртыше	1106
лишыл	1105
неле	1103
30	1100
совет	1100
манаш	1099
ом	1097
шуктен	1094
20	1091
республик	1089
мутым	1088
тунемше-	1085
театр	1085
арален	1084
пӧрт	1082
ава	1080
кечыже	1080
пашаеҥже	1078
юмо	1076
ончаш	1072
палемден	1071
утларак	1066
возымо	1061
иван	1061
пашажым	1060
тачысе	1053
илыме	1052
мотор	1051
тошто	1049
шонен	1046
тӱнямбал	1046
12	1043
йоча-влак	1038
ушемын	1037
воктене	1033
кылдалтше	1027
ан	1026
каласен	1025
теҥге	1023
шернур	1023
элысе	1019
шагал	1016
кызытсе	1009
финн-	1009
кертыт	1009
кечылан	1006
15	1006
7	1001
9	997
керт	996
тыршен	995
алмаштышыже	995
пуымо	994
газет	989
йӱштӧ	989
ончыктен	986
кеч-	981
луктын	972
калыкым	972
корным	971
тый	971
эрта	971
6	967
логалын	966
жаплан	959
вуйлатышын	959
озанлык	958
тунемше	954
нине	950
лектеш	944
-могай	941
кокласе	940
идалык	940
кужу	936
республикыште	931
российысе	930
окса	929
очыни	926
илышыш	926
-угор	921
варажым	921
лекше	919
тылзын	917
кыдалаш	910
ужаш	907
йодыш	906
я	905
шинчымашым	904
шотыш	903
эртараш	903
николай	903
мыйым	900
пелен	898
ямдылыме	898
школын	896
калык-влакын	896
ойырен	895
поген	895
ойлен	891
-ын	891
